abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,genderless,total_stats,offense_defense_ratio,predicted_legendary
"Swift Swim, Rain Dish, Own Tempo",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,220,255,Water Weed Pokémon,30,1059860,0.5,40,Hassbohハスボー,Lotad,50,270,40,50,30,Water,Grass,2.6,3,FALSE,FALSE,220,1,2.6606816342831625e-07
"Swift Swim, Rain Dish, Own Tempo",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,Jolly Pokémon,50,1059860,1.2,60,Hasubreroハスブレロ,Lombre,50,271,60,70,50,Water,Grass,32.5,3,FALSE,FALSE,340,1,1.547093141452375e-5
"Swift Swim, Rain Dish, Own Tempo",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,Carefree Pokémon,70,1059860,1.5,80,Runpappaルンパッパ,Ludicolo,50,272,90,100,70,Water,Grass,55,3,FALSE,FALSE,480,1,0.0017675567713011195
"Chlorophyll, Early Bird, Pickpocket",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,220,255,Acorn Pokémon,50,1059860,0.5,40,Tanebohタネボー,Seedot,50,273,30,30,30,Grass,None,4,3,FALSE,FALSE,220,0.8,3.727997796937147e-7
"Chlorophyll, Early Bird, Pickpocket",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,340,120,Wily Pokémon,40,1059860,1,70,Konohanaコノハナ,Nuzleaf,50,274,60,40,60,Grass,Dark,28,3,FALSE,FALSE,340,1.75,2.1676868703812288e-5
"Chlorophyll, Early Bird, Pickpocket",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,480,45,Wickid Pokémon,60,1059860,1.3,90,Dirtengダーテング,Shiftry,50,275,90,60,80,Grass,Dark,59.6,3,FALSE,FALSE,480,1.6666666666666667,0.0024748468451817503
"Guts, Scrappy",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,270,200,TinySwallow Pokémon,30,1059860,0.3,40,Subameスバメ,Taillow,50,276,30,30,85,Normal,Flying,2.3,3,FALSE,FALSE,270,1.8333333333333333,5.721536475389485e-7
"Guts, Scrappy",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,455,45,Swallow Pokémon,60,1059860,0.7,60,Ohsubameオオスバメ,Swellow,50,277,75,50,125,Normal,Flying,19.8,3,FALSE,FALSE,455,1.4166666666666667,3.003998808907185e-4
"Keen Eye, Hydration, Rain Dish",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,5120,70,270,190,Seagull Pokémon,30,1000000,0.6,40,Camomeキャモメ,Wingull,50,278,55,30,85,Water,Flying,9.5,3,FALSE,FALSE,270,1,1.4461498477225436e-6
"Keen Eye, Drizzle, Rain Dish",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,Water Bird Pokémon,100,1000000,1.2,60,Pelipperペリッパー,Pelipper,50,279,95,70,65,Water,Flying,28,3,FALSE,FALSE,440,0.5,4.568425257651042e-4
"Synchronize, Trace, Telepathy",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,198,235,Feeling Pokémon,25,1250000,0.4,28,Raltsラルトス,Ralts,50,280,45,35,40,Psychic,Fairy,6.6,3,FALSE,FALSE,198,1,2.1371397818924594e-6
"Synchronize, Trace, Telepathy",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,278,120,Emotion Pokémon,35,1250000,0.8,38,Kirliaキルリア,Kirlia,50,281,65,55,50,Psychic,Fairy,20.2,3,FALSE,FALSE,278,1,3.2075494554018926e-5
"Synchronize, Trace, Telepathy",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,5120,35,618,45,Embrace Pokémon,65,1250000,1.6,68,Sirnightサーナイト,Gardevoir,50,282,165,135,100,Psychic,Fairy,48.4,3,FALSE,FALSE,618,1.3076923076923077,0.762130002293373
"Swift Swim, Rain Dish",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,3840,70,269,200,Pond Skater Pokémon,32,1000000,0.5,40,Ametamaアメタマ,Surskit,50,283,50,52,65,Bug,Water,1.7,3,FALSE,FALSE,269,0.9375,1.6949901714380817e-6
"Intimidate, Unnerve",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,454,75,Eyeball Pokémon,62,1000000,0.8,70,Amemothアメモース,Masquerain,50,284,100,82,80,Bug,Flying,3.6,3,FALSE,FALSE,454,0.967741935483871,8.89403437818046e-4
"Effect Spore, Poison Heal, Quick Feet",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,295,255,Mushroom Pokémon,60,1640000,0.4,60,Kinococoキノココ,Shroomish,50,285,40,60,35,Grass,None,4.5,3,FALSE,FALSE,295,0.6666666666666666,4.723947937375724e-6
"Effect Spore, Poison Heal, Technician",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,3840,70,460,90,Mushroom Pokémon,80,1640000,1.2,60,Kinogassaキノガッサ,Breloom,50,286,60,60,70,Grass,Fighting,39.2,3,FALSE,FALSE,460,1.625,0.0012588936379941801
Truant,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,280,255,Slacker Pokémon,60,1250000,0.8,60,Namakeroナマケロ,Slakoth,50,287,35,35,30,Normal,None,24,3,FALSE,FALSE,280,1,8.027064454027584e-7
Vital Spirit,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,440,120,Wild Monkey Pokémon,80,1250000,1.4,80,Yarukimonoヤルキモノ,Vigoroth,50,288,55,55,90,Normal,None,46.5,3,FALSE,FALSE,440,1,1.8079459531128477e-4
Truant,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,3840,70,670,45,Lazy Pokémon,100,1250000,2,150,Kekkingケッキング,Slaking,50,289,95,65,100,Normal,None,130.5,3,FALSE,FALSE,670,1.6,0.30352069626563616
"Compoundeyes, Run Away",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3840,70,266,255,Trainee Pokémon,90,600000,0.5,31,Tutininツチニン,Nincada,50,290,30,30,40,Bug,Ground,5.5,3,FALSE,FALSE,266,0.5,1.5312778537345894e-6
"Speed Boost, Infiltrator",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,3840,70,456,120,Ninja Pokémon,45,600000,0.8,61,Tekkaninテッカニン,Ninjask,50,291,50,50,160,Bug,Flying,12,3,FALSE,FALSE,456,2,9.516572888412658e-4
Wonder Guard,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,3840,70,236,45,Shed Pokémon,45,600000,0.8,1,Nukeninヌケニン,Shedinja,NA,292,30,30,40,Bug,Ghost,1.2,3,FALSE,TRUE,236,2,5.545259667412298e-7
"Soundproof, Rattled",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,5120,70,240,190,Whisper Pokémon,23,1059860,0.6,64,Gonyonyoゴニョニョ,Whismur,50,293,51,23,28,Normal,None,16.3,3,FALSE,FALSE,240,2.217391304347826,2.0719548685809788e-7
"Soundproof, Scrappy",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,360,120,Big Voice Pokémon,43,1059860,1,84,Dogohmbドゴーム,Loudred,50,294,71,43,48,Normal,None,40.5,3,FALSE,FALSE,360,1.6511627906976745,1.2047732091729114e-5
"Soundproof, Scrappy",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,490,45,Loud Noise Pokémon,63,1059860,1.5,104,Bakuongバクオング,Exploud,50,295,91,73,68,Normal,None,84,3,FALSE,FALSE,490,1.4444444444444444,9.81879586765434e-4
"Thick Fat, Guts, Sheer Force",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,5120,70,237,180,Guts Pokémon,30,1640000,1,72,Makunoshitaマクノシタ,Makuhita,75.4,296,20,30,25,Fighting,None,86.4,3,FALSE,FALSE,237,2,2.2204460492503126e-16
"Thick Fat, Guts, Sheer Force",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,474,200,Arm Thrust Pokémon,60,1640000,2.3,144,Hariteyamaハリテヤマ,Hariyama,75.4,297,40,60,50,Fighting,None,253.8,3,FALSE,FALSE,474,2,1.8679327458198492e-10
"Thick Fat, Huge Power, Sap Sipper",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,2560,70,190,150,Polka Dot Pokémon,40,800000,0.2,50,Ruririルリリ,Azurill,24.6,298,20,40,20,Normal,Fairy,2,3,FALSE,FALSE,190,0.5,3.812057720771878e-8
"Sturdy, Magnet Pull, Sand Force",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,375,255,Compass Pokémon,135,1000000,1,30,Nosepassノズパス,Nosepass,50,299,45,90,30,Rock,None,97,3,FALSE,FALSE,375,0.3333333333333333,8.092926389537781e-5
"Cute Charm, Normalize, Wonder Skin ",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,260,255,Kitten Pokémon,45,800000,0.6,50,Enecoエネコ,Skitty,24.6,300,35,35,50,Normal,None,11,3,FALSE,FALSE,260,1,4.078200400525561e-7
"Cute Charm, Normalize, Wonder Skin ",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,3840,70,400,60,Prim Pokémon,65,800000,1.1,70,Enekororoエネコロロ,Delcatty,24.6,301,55,55,90,Normal,None,32.6,3,FALSE,FALSE,400,1,4.667313583373923e-5
"Keen Eye, Stall, Prankster",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,85,6400,35,480,45,Darkness Pokémon,125,1059860,0.5,50,Yamiramiヤミラミ,Sableye,50,302,85,115,20,Dark,Ghost,11,3,FALSE,FALSE,480,0.68,0.002814499147779672
"Hyper Cutter, Intimidate, Sheer Force",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,5120,70,480,45,Deceiver Pokémon,125,800000,0.6,50,Kucheatクチート,Mawile,50,303,55,95,50,Steel,Fairy,11.5,3,FALSE,FALSE,480,0.84,0.006683215142935912
"Sturdy, Rock Head, Heavy Metal",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,8960,35,330,180,Iron Armor Pokémon,100,1250000,0.4,50,Cokodoraココドラ,Aron,50,304,40,40,30,Steel,Rock,60,3,FALSE,FALSE,330,0.7,4.19002659805313e-5
"Sturdy, Rock Head, Heavy Metal",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,8960,35,430,90,Iron Armor Pokémon,140,1250000,0.9,60,Kodoraコドラ,Lairon,50,305,50,50,40,Steel,Rock,120,3,FALSE,FALSE,430,0.6428571428571429,0.0012363445000041502
"Sturdy, Rock Head, Heavy Metal",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,140,8960,35,630,45,Iron Armor Pokémon,230,1250000,2.1,70,Bossgodoraボスゴドラ,Aggron,50,306,60,80,50,Steel,Rock,360,3,FALSE,FALSE,630,0.6086956521739131,0.5193092873427592
"Pure Power, Telepathy",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,5120,70,280,180,Meditate Pokémon,55,1000000,0.6,30,Asananアサナン,Meditite,50,307,40,55,60,Fighting,Psychic,11.2,3,FALSE,FALSE,280,0.7272727272727273,2.622431518269621e-13
"Pure Power, Telepathy",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,5120,70,510,90,Meditate Pokémon,85,1000000,1.3,60,Charemチャーレム,Medicham,50,308,80,85,100,Fighting,Psychic,31.5,3,FALSE,FALSE,510,1.1764705882352942,6.32004660872672e-10
"Static, Lightningrod, Minus",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5120,70,295,120,Lightning Pokémon,40,1250000,0.6,40,Rakuraiラクライ,Electrike,50,309,65,40,65,Electric,None,15.2,3,FALSE,FALSE,295,1.125,1.8983573012742857e-5
"Static, Lightningrod, Minus",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5120,70,575,45,Discharge Pokémon,80,1250000,1.5,70,Livoltライボルト,Manectric,50,310,135,80,135,Electric,None,40.2,3,FALSE,FALSE,575,0.9375,0.19914783072581485
"Plus, Lightningrod",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,405,200,Cheering Pokémon,40,1000000,0.4,60,Prasleプラスル,Plusle,50,311,85,75,95,Electric,None,4.2,3,FALSE,FALSE,405,1.25,7.861955835770306e-4
"Minus, Volt Absorb",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,405,200,Cheering Pokémon,50,1000000,0.4,60,Minunマイナン,Minun,50,312,75,85,95,Electric,None,4.2,3,FALSE,FALSE,405,0.8,7.861955835770306e-4
"Illuminate, Swarm, Prankster",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,3840,70,430,150,Firefly Pokémon,75,600000,0.7,65,Barubeatバルビート,Volbeat,100,313,47,85,85,Bug,None,17.7,3,FALSE,FALSE,430,0.9733333333333334,3.9482778078787554e-4
"Oblivious, Tinted Lens, Prankster",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,3840,70,430,150,Firefly Pokémon,75,1640000,0.6,65,Illumiseイルミーゼ,Illumise,0,314,73,85,85,Bug,None,17.7,3,FALSE,FALSE,430,0.6266666666666667,3.9482778078787554e-4
"Natural Cure, Poison Point, Leaf Guard",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,5120,70,400,150,Thorn Pokémon,45,1059860,0.3,50,Roseliaロゼリア,Roselia,50,315,100,80,65,Grass,Poison,2,3,FALSE,FALSE,400,1.3333333333333333,1.6527198945020762e-4
"Liquid Ooze, Sticky Hold, Gluttony",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,5120,70,302,225,Stomach Pokémon,53,1640000,0.4,70,Gokulinゴクリン,Gulpin,50,316,43,53,40,Poison,None,10.3,3,FALSE,FALSE,302,0.8113207547169812,2.6406025224358784e-12
"Liquid Ooze, Sticky Hold, Gluttony",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,5120,70,467,75,Poison Bag Pokémon,83,1640000,1.7,100,Marunoomマルノーム,Swalot,50,317,73,83,55,Poison,None,80,3,FALSE,FALSE,467,0.8795180722891566,7.045827284893544e-10
"Rough Skin, Speed Boost",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,90,5120,35,305,225,Savage Pokémon,20,1250000,0.8,45,Kibanhaキバニア,Carvanha,50,318,65,20,65,Water,Dark,20.8,3,FALSE,FALSE,305,4.5,4.7300583451852154e-06
"Rough Skin, Speed Boost",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,140,5120,35,560,60,Brutal Pokémon,70,1250000,1.8,70,Samehaderサメハダー,Sharpedo,50,319,110,65,105,Water,Dark,88.8,3,FALSE,FALSE,560,2,0.0258883204915597
"Water Veil, Oblivious, Pressure",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,10240,70,400,125,Ball Whale Pokémon,35,1640000,2,130,Hoerukoホエルコ,Wailmer,50,320,70,35,60,Water,None,130,3,FALSE,FALSE,400,2,1.1796061370475409e-4
"Water Veil, Oblivious, Pressure",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,10240,70,500,60,Float Whale Pokémon,45,1640000,14.5,170,Whalohホエルオー,Wailord,50,321,90,45,60,Water,None,398,3,FALSE,FALSE,500,2,0.0034731142501609217
"Oblivious, Simple, Own Tempo",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,5120,70,305,255,Numb Pokémon,40,1000000,0.7,60,Donmelドンメル,Numel,50,322,65,45,35,Fire,Ground,24,3,FALSE,FALSE,305,1.5,1.3521692305909416e-5
"Magma Armor, Solid Rock, Anger Point",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,120,5120,70,560,150,Eruption Pokémon,100,1000000,1.9,70,Bakuudaバクーダ,Camerupt,50,323,145,105,20,Fire,Ground,220,3,FALSE,FALSE,560,1.2,0.0706092866610885
"White Smoke, Drought, Shell Armor",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,470,90,Coal Pokémon,140,1000000,0.5,70,Cotoiseコータス,Torkoal,50,324,85,70,20,Fire,None,80.4,3,FALSE,FALSE,470,0.6071428571428571,0.003595023791921217
"Thick Fat, Own Tempo, Gluttony",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,5120,70,330,255,Bounce Pokémon,35,800000,0.7,60,Banebooバネブー,Spoink,50,325,70,80,60,Psychic,None,30.6,3,FALSE,FALSE,330,0.7142857142857143,1.8652455401199107e-4
"Thick Fat, Own Tempo, Gluttony",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,470,60,Manipulate Pokémon,65,800000,0.9,80,Boopigブーピッグ,Grumpig,50,326,90,110,80,Psychic,None,71.5,3,FALSE,FALSE,470,0.6923076923076923,0.020905480553593175
"Own Tempo, Tangled Feet, Contrary",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,360,255,Spot Panda Pokémon,60,800000,1.1,60,Patcheelパッチール,Spinda,50,327,60,60,60,Normal,None,5,3,FALSE,FALSE,360,1,1.2047732091729114e-5
"Hyper Cutter, Arena Trap, Sheer Force",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,290,255,Ant Pit Pokémon,45,1059860,0.7,45,Nuckrarナックラー,Trapinch,50,328,45,45,10,Ground,None,15,3,FALSE,FALSE,290,2.2222222222222223,4.190248529884089e-6
Levitate,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,5120,70,340,120,Vibration Pokémon,50,1059860,1.1,50,Vibravaビブラーバ,Vibrava,50,329,50,50,70,Ground,Dragon,15.3,3,FALSE,FALSE,340,1.4,2.2774697013810305e-5
Levitate,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,520,45,Mystic Pokémon,80,1059860,2,80,Flygonフライゴン,Flygon,50,330,80,80,100,Ground,Dragon,82,3,FALSE,FALSE,520,1.25,0.009997559393984654
"Sand Veil, Water Absorb",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,35,335,190,Cactus Pokémon,40,1059860,0.4,50,Saboneaサボネア,Cacnea,50,331,85,40,35,Grass,None,51.3,3,FALSE,FALSE,335,2.125,1.830104646032872e-5
"Sand Veil, Water Absorb",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,5120,35,475,60,Scarecrow Pokémon,60,1059860,1.3,70,Noctusノクタス,Cacturne,50,332,115,60,55,Grass,Dark,77.4,3,FALSE,FALSE,475,1.9166666666666667,0.002090227986418872
"Natural Cure, Cloud Nine",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,310,255,Cotton Bird Pokémon,60,600000,0.4,45,Tylttoチルット,Swablu,50,333,40,75,50,Normal,Flying,1.2,3,FALSE,FALSE,310,0.6666666666666666,2.2166068665621463e-6
"Natural Cure, Cloud Nine",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,5120,70,590,45,Humming Pokémon,110,600000,1.1,75,Tyltalisチルタリス,Altaria,50,334,110,105,80,Dragon,Flying,20.6,3,FALSE,FALSE,590,1,0.02153398349450017
"Immunity, Toxic Boost",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,458,90,Cat Ferret Pokémon,60,600000,1.3,73,Zangooseザングース,Zangoose,50,335,60,60,90,Normal,None,40.3,3,FALSE,FALSE,458,1.9166666666666667,3.325056751455921e-4
"Shed Skin, Infiltrator",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,5120,70,458,90,Fang Snake Pokémon,60,1640000,2.7,73,Habunakeハブネーク,Seviper,50,336,100,60,65,Poison,None,52.5,3,FALSE,FALSE,458,1.6666666666666667,5.195079904217119e-10
Levitate,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,Meteorite Pokémon,65,800000,1,90,Lunatoneルナトーン,Lunatone,NA,337,95,85,70,Rock,Psychic,168,3,FALSE,TRUE,460,0.8461538461538461,0.0014367851373633085
Levitate,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,460,45,Meteorite Pokémon,85,800000,1.2,90,Solrockソルロック,Solrock,NA,338,55,65,70,Rock,Psychic,154,3,FALSE,TRUE,460,1.1176470588235294,0.0014367851373633085
"Oblivious, Anticipation, Hydration",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,5120,70,288,190,Whiskers Pokémon,43,1000000,0.4,50,Dojoachドジョッチ,Barboach,50,339,46,41,60,Water,Ground,1.9,3,FALSE,FALSE,288,1.1162790697674418,2.6600652627007615e-6
"Oblivious, Anticipation, Hydration",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,468,75,Whiskers Pokémon,73,1000000,0.9,110,Namazunナマズン,Whiscash,50,340,76,71,60,Water,Ground,23.6,3,FALSE,FALSE,468,1.0684931506849316,0.0011780853032872752
"Hyper Cutter, Shell Armor, Adaptability",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,3840,70,308,205,Ruffian Pokémon,65,1640000,0.6,43,Heiganiヘイガニ,Corphish,50,341,50,35,35,Water,None,11.5,3,FALSE,FALSE,308,1.2307692307692308,5.235757602057448e-6
"Hyper Cutter, Shell Armor, Adaptability",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,468,155,Rogue Pokémon,85,1640000,1.1,63,Shizarigerシザリガー,Crawdaunt,50,342,90,55,55,Water,Dark,32.8,3,FALSE,FALSE,468,1.411764705882353,0.0011780853032872752
Levitate,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,300,255,Clay Doll Pokémon,55,1000000,0.5,40,Yajilonヤジロン,Baltoy,NA,343,40,70,55,Ground,Psychic,21.5,3,FALSE,TRUE,300,0.7272727272727273,5.8787261314038265e-6
Levitate,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,Nendollネンドール,Claydol,NA,344,70,120,75,Ground,Psychic,108,3,FALSE,TRUE,500,0.6666666666666666,0.005104425480792596
"Suction Cups, Storm Drain",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,Sea Lily Pokémon,77,600000,1,66,Lilylaリリーラ,Lileep,88.1,345,61,87,23,Rock,Grass,23.8,3,FALSE,FALSE,355,0.5324675324675324,4.1118240486249636e-5
"Suction Cups, Storm Drain",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,495,45,Barnacle Pokémon,97,600000,1.5,86,Yuradleユレイドル,Cradily,88.1,346,81,107,43,Rock,Grass,60.4,3,FALSE,FALSE,495,0.8350515463917526,0.004684160920729663
"Battle Armor, Swift Swim",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,7680,70,355,45,Old Shrimp Pokémon,50,600000,0.7,45,Anopthアノプス,Anorith,88.1,347,40,50,75,Rock,Bug,12.5,3,FALSE,FALSE,355,1.9,4.1118240486249636e-5
"Battle Armor, Swift Swim",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,495,45,Plate Pokémon,100,600000,1.5,75,Armaldoアーマルド,Armaldo,88.1,348,70,80,45,Rock,Bug,68.2,3,FALSE,FALSE,495,1.25,0.004684160920729663
"Swift Swim, Oblivious, Adaptability",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,200,255,Fish Pokémon,20,600000,0.6,20,Hinbassヒンバス,Feebas,50,349,10,55,80,Water,None,7.4,3,FALSE,FALSE,200,0.75,1.3517756216090277e-7
"Marvel Scale, Competitive, Cute Charm",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,Tender Pokémon,79,600000,6.2,95,Milokarossミロカロス,Milotic,50,350,100,125,81,Water,None,162,3,FALSE,FALSE,540,0.759493670886076,0.01332238689099726
Forecast,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,420,45,Weather Pokémon,70,1000000,0.3,70,Powalenポワルン,Castform,50,351,70,70,70,Normal,None,0.8,3,FALSE,FALSE,420,1,9.186196117097244e-5
"Color Change, Protean",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,Color Swap Pokémon,70,1059860,1,60,Kakureonカクレオン,Kecleon,50,352,60,120,40,Normal,None,22,3,FALSE,FALSE,440,1.2857142857142858,1.8079459531128477e-4
"Insomnia, Frisk, Cursed Body",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,6400,35,295,225,Puppet Pokémon,35,800000,0.6,44,Kagebouzuカゲボウズ,Shuppet,50,353,63,33,45,Ghost,None,2.3,3,FALSE,FALSE,295,2.142857142857143,1.5515736313495523e-6
"Insomnia, Frisk, Cursed Body",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,6400,35,555,45,Marionette Pokémon,75,800000,1.1,64,Juppetaジュペッタ,Banette,50,354,93,83,75,Ghost,None,12.5,3,FALSE,FALSE,555,2.2,0.010220221411682025
"Levitate, Frisk",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,Requiem Pokémon,90,800000,0.8,20,Yomawaruヨマワル,Duskull,50,355,30,90,25,Ghost,None,15,3,FALSE,FALSE,295,0.4444444444444444,1.5515736313495523e-6
